PSGC,REGION,PROVINCE_FIRE_DISTRICT,CONGRESSIONAL_DISTRICT,CITY_MUNICIPALITY,YEAR,INCIDENTS,INJURIES,DEATHS,ESTIMATED_DAMAGES
12801000,1,ILOCOS NORTE,1ST,ADAMS,2012,6,0,0,0
12801000,1,ILOCOS NORTE,1ST,ADAMS,2013,0,0,0,0
12801000,1,ILOCOS NORTE,1ST,ADAMS,2014,0,0,0,0
12801000,1,ILOCOS NORTE,1ST,ADAMS,2015,0,0,0,0
12801000,1,ILOCOS NORTE,1ST,ADAMS,2016,0,0,0,0
12802000,1,ILOCOS NORTE,1ST,BACARRA,2012,2,0,0,0
12802000,1,ILOCOS NORTE,1ST,BACARRA,2013,3,0,0,0
12802000,1,ILOCOS NORTE,1ST,BACARRA,2014,5,2,0,50000
12802000,1,ILOCOS NORTE,1ST,BACARRA,2015,8,0,0,190000
12802000,1,ILOCOS NORTE,1ST,BACARRA,2016,5,0,1,0
12803000,1,ILOCOS NORTE,2ND,BADOC,2012,0,0,0,0
12803000,1,ILOCOS NORTE,2ND,BADOC,2013,1,0,0,0
12803000,1,ILOCOS NORTE,2ND,BADOC,2014,0,0,0,0
12803000,1,ILOCOS NORTE,2ND,BADOC,2015,4,0,0,390000
12803000,1,ILOCOS NORTE,2ND,BADOC,2016,2,0,0,0
12804000,1,ILOCOS NORTE,1ST,BANGUI,2012,2,0,0,265000
12804000,1,ILOCOS NORTE,1ST,BANGUI,2013,3,0,0,63000
12804000,1,ILOCOS NORTE,1ST,BANGUI,2014,5,0,0,3507500
12804000,1,ILOCOS NORTE,1ST,BANGUI,2015,12,0,0,555000
12804000,1,ILOCOS NORTE,1ST,BANGUI,2016,5,0,0,106500
12811000,1,ILOCOS NORTE,2ND,BANNA (ESPIRITU),2012,8,0,0,265000
12811000,1,ILOCOS NORTE,2ND,BANNA (ESPIRITU),2013,4,0,0,0
12811000,1,ILOCOS NORTE,2ND,BANNA (ESPIRITU),2014,2,0,0,124100
12811000,1,ILOCOS NORTE,2ND,BANNA (ESPIRITU),2015,9,0,0,505000
12811000,1,ILOCOS NORTE,2ND,BANNA (ESPIRITU),2016,3,0,0,205200
12805000,1,ILOCOS NORTE,2ND,BATAC CITY,2012,6,0,0,711550
12805000,1,ILOCOS NORTE,2ND,BATAC CITY,2013,3,0,0,0
12805000,1,ILOCOS NORTE,2ND,BATAC CITY,2014,4,0,0,389000
12805000,1,ILOCOS NORTE,2ND,BATAC CITY,2015,17,0,0,67500
12805000,1,ILOCOS NORTE,2ND,BATAC CITY,2016,6,0,0,547700
12806000,1,ILOCOS NORTE,1ST,BURGOS,2012,0,0,0,0
12806000,1,ILOCOS NORTE,1ST,BURGOS,2013,0,0,0,0
12806000,1,ILOCOS NORTE,1ST,BURGOS,2014,0,0,0,0
12806000,1,ILOCOS NORTE,1ST,BURGOS,2015,3,0,0,0
12806000,1,ILOCOS NORTE,1ST,BURGOS,2016,1,0,0,80000
12807000,1,ILOCOS NORTE,1ST,CARASI,2012,0,0,0,0
12807000,1,ILOCOS NORTE,1ST,CARASI,2013,0,0,0,0
12807000,1,ILOCOS NORTE,1ST,CARASI,2014,0,0,0,0
12807000,1,ILOCOS NORTE,1ST,CARASI,2015,0,0,0,0
12807000,1,ILOCOS NORTE,1ST,CARASI,2016,1,0,0,0
12808000,1,ILOCOS NORTE,2ND,CURRIMAO,2012,0,0,0,0
12808000,1,ILOCOS NORTE,2ND,CURRIMAO,2013,0,0,0,0
12808000,1,ILOCOS NORTE,2ND,CURRIMAO,2014,0,0,0,0
12808000,1,ILOCOS NORTE,2ND,CURRIMAO,2015,3,0,0,0
12808000,1,ILOCOS NORTE,2ND,CURRIMAO,2016,3,0,0,500000
12809000,1,ILOCOS NORTE,2ND,DINGRAS,2012,0,0,0,0
12809000,1,ILOCOS NORTE,2ND,DINGRAS,2013,3,0,0,0
12809000,1,ILOCOS NORTE,2ND,DINGRAS,2014,3,0,0,56600
12809000,1,ILOCOS NORTE,2ND,DINGRAS,2015,6,0,0,0
12809000,1,ILOCOS NORTE,2ND,DINGRAS,2016,1,0,0,0
12810000,1,ILOCOS NORTE,1ST,DUMALNEG,2012,0,0,0,0
12810000,1,ILOCOS NORTE,1ST,DUMALNEG,2013,0,0,0,0
12810000,1,ILOCOS NORTE,1ST,DUMALNEG,2014,0,0,0,0
12810000,1,ILOCOS NORTE,1ST,DUMALNEG,2015,0,0,0,0
12810000,1,ILOCOS NORTE,1ST,DUMALNEG,2016,0,0,0,0
12812000,1,ILOCOS NORTE,1ST,LAOAG CITY (CAPITAL),2012,13,5,0,2560250
12812000,1,ILOCOS NORTE,1ST,LAOAG CITY (CAPITAL),2013,14,2,1,2095000
12812000,1,ILOCOS NORTE,1ST,LAOAG CITY (CAPITAL),2014,12,0,0,336649
12812000,1,ILOCOS NORTE,1ST,LAOAG CITY (CAPITAL),2015,121,0,0,2294453
12812000,1,ILOCOS NORTE,1ST,LAOAG CITY (CAPITAL),2016,17,0,0,1342890
12813000,1,ILOCOS NORTE,2ND,MARCOS,2012,6,0,0,640300
12813000,1,ILOCOS NORTE,2ND,MARCOS,2013,2,0,0,120000
12813000,1,ILOCOS NORTE,2ND,MARCOS,2014,4,0,0,114500
12813000,1,ILOCOS NORTE,2ND,MARCOS,2015,3,0,0,125000
12813000,1,ILOCOS NORTE,2ND,MARCOS,2016,3,0,0,13000
12814000,1,ILOCOS NORTE,2ND,NUEVA ERA,2012,0,0,0,0
12814000,1,ILOCOS NORTE,2ND,NUEVA ERA,2013,0,0,0,0
12814000,1,ILOCOS NORTE,2ND,NUEVA ERA,2014,0,0,0,0
12814000,1,ILOCOS NORTE,2ND,NUEVA ERA,2015,2,0,0,0
12814000,1,ILOCOS NORTE,2ND,NUEVA ERA,2016,0,0,0,0
12815000,1,ILOCOS NORTE,1ST,PAGUDPUD,2012,0,0,0,0
12815000,1,ILOCOS NORTE,1ST,PAGUDPUD,2013,0,0,0,0
12815000,1,ILOCOS NORTE,1ST,PAGUDPUD,2014,1,0,0,100000
12815000,1,ILOCOS NORTE,1ST,PAGUDPUD,2015,3,0,0,400000
12815000,1,ILOCOS NORTE,1ST,PAGUDPUD,2016,4,0,0,0
12816000,1,ILOCOS NORTE,2ND,PAOAY,2012,3,0,0,1885000
12816000,1,ILOCOS NORTE,2ND,PAOAY,2013,6,0,0,1290000
12816000,1,ILOCOS NORTE,2ND,PAOAY,2014,7,0,0,2531064
12816000,1,ILOCOS NORTE,2ND,PAOAY,2015,3,0,0,268585
12816000,1,ILOCOS NORTE,2ND,PAOAY,2016,4,0,0,101800
12817000,1,ILOCOS NORTE,1ST,PASUQUIN,2012,3,0,0,64000
12817000,1,ILOCOS NORTE,1ST,PASUQUIN,2013,1,0,0,0
12817000,1,ILOCOS NORTE,1ST,PASUQUIN,2014,3,2,0,49000
12817000,1,ILOCOS NORTE,1ST,PASUQUIN,2015,12,0,0,368198
12817000,1,ILOCOS NORTE,1ST,PASUQUIN,2016,0,0,0,0
12818000,1,ILOCOS NORTE,1ST,PIDDIG,2012,4,0,0,1189800
12818000,1,ILOCOS NORTE,1ST,PIDDIG,2013,5,0,0,133500
12818000,1,ILOCOS NORTE,1ST,PIDDIG,2014,6,0,0,713600
12818000,1,ILOCOS NORTE,1ST,PIDDIG,2015,1,0,0,63100
12818000,1,ILOCOS NORTE,1ST,PIDDIG,2016,12,0,0,1204300
12819000,1,ILOCOS NORTE,2ND,PINILI,2012,6,0,0,211000
12819000,1,ILOCOS NORTE,2ND,PINILI,2013,13,4,0,95000
12819000,1,ILOCOS NORTE,2ND,PINILI,2014,4,0,0,240000
12819000,1,ILOCOS NORTE,2ND,PINILI,2015,11,0,0,525000
12819000,1,ILOCOS NORTE,2ND,PINILI,2016,8,0,0,307000
12820000,1,ILOCOS NORTE,2ND,SAN NICOLAS,2012,5,0,0,360000
12820000,1,ILOCOS NORTE,2ND,SAN NICOLAS,2013,17,0,0,251500
12820000,1,ILOCOS NORTE,2ND,SAN NICOLAS,2014,10,13,0,20100100
12820000,1,ILOCOS NORTE,2ND,SAN NICOLAS,2015,4,1,0,10000
12820000,1,ILOCOS NORTE,2ND,SAN NICOLAS,2016,4,0,0,1000000
12821000,1,ILOCOS NORTE,1ST,SARRAT,2012,2,0,1,5000
12821000,1,ILOCOS NORTE,1ST,SARRAT,2013,2,0,0,0
12821000,1,ILOCOS NORTE,1ST,SARRAT,2014,2,0,0,120000
12821000,1,ILOCOS NORTE,1ST,SARRAT,2015,1,0,0,0
12821000,1,ILOCOS NORTE,1ST,SARRAT,2016,0,0,0,0
12822000,1,ILOCOS NORTE,2ND,SOLSONA,2012,0,0,0,0
12822000,1,ILOCOS NORTE,2ND,SOLSONA,2013,4,0,0,56500
12822000,1,ILOCOS NORTE,2ND,SOLSONA,2014,6,0,0,99400
12822000,1,ILOCOS NORTE,2ND,SOLSONA,2015,6,0,0,262708
12822000,1,ILOCOS NORTE,2ND,SOLSONA,2016,4,0,0,37400
12823000,1,ILOCOS NORTE,1ST,VINTAR,2012,3,0,0,3315000
12823000,1,ILOCOS NORTE,1ST,VINTAR,2013,0,0,0,0
12823000,1,ILOCOS NORTE,1ST,VINTAR,2014,0,0,0,0
12823000,1,ILOCOS NORTE,1ST,VINTAR,2015,1,0,0,3000
12823000,1,ILOCOS NORTE,1ST,VINTAR,2016,3,0,0,65000
12901000,1,ILOCOS SUR,2ND,ALILEM,2012,0,0,0,0
12901000,1,ILOCOS SUR,2ND,ALILEM,2013,0,0,0,0
12901000,1,ILOCOS SUR,2ND,ALILEM,2014,0,0,0,0
12901000,1,ILOCOS SUR,2ND,ALILEM,2015,0,0,0,0
12901000,1,ILOCOS SUR,2ND,ALILEM,2016,0,0,0,0
12902000,1,ILOCOS SUR,2ND,BANAYOYO,2012,0,0,0,0
12902000,1,ILOCOS SUR,2ND,BANAYOYO,2013,0,0,0,0
12902000,1,ILOCOS SUR,2ND,BANAYOYO,2014,1,0,0,0
12902000,1,ILOCOS SUR,2ND,BANAYOYO,2015,0,0,0,0
12902000,1,ILOCOS SUR,2ND,BANAYOYO,2016,0,0,0,0
12903000,1,ILOCOS SUR,1ST,BANTAY,2012,5,0,0,115500
12903000,1,ILOCOS SUR,1ST,BANTAY,2013,10,0,0,103000
12903000,1,ILOCOS SUR,1ST,BANTAY,2014,9,2,0,1208000
12903000,1,ILOCOS SUR,1ST,BANTAY,2015,6,0,0,2500
12903000,1,ILOCOS SUR,1ST,BANTAY,2016,0,0,0,0
12904000,1,ILOCOS SUR,2ND,BURGOS,2012,0,0,0,0
12904000,1,ILOCOS SUR,2ND,BURGOS,2013,0,0,0,0
12904000,1,ILOCOS SUR,2ND,BURGOS,2014,0,0,0,0
12904000,1,ILOCOS SUR,2ND,BURGOS,2015,0,0,0,0
12904000,1,ILOCOS SUR,2ND,BURGOS,2016,0,0,0,0
12905000,1,ILOCOS SUR,1ST,CABUGAO,2012,2,0,0,115000
12905000,1,ILOCOS SUR,1ST,CABUGAO,2013,5,0,0,205000
12905000,1,ILOCOS SUR,1ST,CABUGAO,2014,6,0,0,96500
12905000,1,ILOCOS SUR,1ST,CABUGAO,2015,10,0,0,275000
12905000,1,ILOCOS SUR,1ST,CABUGAO,2016,5,0,0,45000
12906000,1,ILOCOS SUR,2ND,CANDON CITY,2012,11,1,0,592620
12906000,1,ILOCOS SUR,2ND,CANDON CITY,2013,25,0,0,323500
12906000,1,ILOCOS SUR,2ND,CANDON CITY,2014,18,0,0,23500
12906000,1,ILOCOS SUR,2ND,CANDON CITY,2015,50,0,1,950
12906000,1,ILOCOS SUR,2ND,CANDON CITY,2016,46,1,0,6876877
12907000,1,ILOCOS SUR,1ST,CAOAYAN,2012,3,0,0,40000
12907000,1,ILOCOS SUR,1ST,CAOAYAN,2013,8,0,0,41500
12907000,1,ILOCOS SUR,1ST,CAOAYAN,2014,14,0,0,110700
12907000,1,ILOCOS SUR,1ST,CAOAYAN,2015,6,0,0,800
12907000,1,ILOCOS SUR,1ST,CAOAYAN,2016,2,0,0,10000
12908000,1,ILOCOS SUR,2ND,CERVANTES,2012,2,1,0,330000
12908000,1,ILOCOS SUR,2ND,CERVANTES,2013,5,0,0,310000
12908000,1,ILOCOS SUR,2ND,CERVANTES,2014,5,0,0,78000
12908000,1,ILOCOS SUR,2ND,CERVANTES,2015,5,0,0,550000
12908000,1,ILOCOS SUR,2ND,CERVANTES,2016,1,0,0,0
12909000,1,ILOCOS SUR,2ND,GALIMUYOD,2012,0,0,0,0
12909000,1,ILOCOS SUR,2ND,GALIMUYOD,2013,0,0,0,0
12909000,1,ILOCOS SUR,2ND,GALIMUYOD,2014,0,0,0,0
12909000,1,ILOCOS SUR,2ND,GALIMUYOD,2015,0,0,0,0
12909000,1,ILOCOS SUR,2ND,GALIMUYOD,2016,0,0,0,0
12910000,1,ILOCOS SUR,2ND,GREGORIO DEL PILAR (CONCEPCION),2012,0,0,0,0
12910000,1,ILOCOS SUR,2ND,GREGORIO DEL PILAR (CONCEPCION),2013,0,0,0,0
12910000,1,ILOCOS SUR,2ND,GREGORIO DEL PILAR (CONCEPCION),2014,0,0,0,0
12910000,1,ILOCOS SUR,2ND,GREGORIO DEL PILAR (CONCEPCION),2015,0,0,0,0
12910000,1,ILOCOS SUR,2ND,GREGORIO DEL PILAR (CONCEPCION),2016,0,0,0,0
12911000,1,ILOCOS SUR,2ND,LIDLIDDA,2012,0,0,0,0
12911000,1,ILOCOS SUR,2ND,LIDLIDDA,2013,3,0,0,556000
12911000,1,ILOCOS SUR,2ND,LIDLIDDA,2014,2,0,0,0
12911000,1,ILOCOS SUR,2ND,LIDLIDDA,2015,8,0,0,570750
12911000,1,ILOCOS SUR,2ND,LIDLIDDA,2016,2,0,0,0
12912000,1,ILOCOS SUR,1ST,MAGSINGAL,2012,6,1,0,409500
12912000,1,ILOCOS SUR,1ST,MAGSINGAL,2013,5,0,0,78000
12912000,1,ILOCOS SUR,1ST,MAGSINGAL,2014,5,0,0,205000
12912000,1,ILOCOS SUR,1ST,MAGSINGAL,2015,4,0,0,150000
12912000,1,ILOCOS SUR,1ST,MAGSINGAL,2016,2,0,0,0
12913000,1,ILOCOS SUR,2ND,NAGBUKEL,2012,0,0,0,0
12913000,1,ILOCOS SUR,2ND,NAGBUKEL,2013,0,0,0,0
12913000,1,ILOCOS SUR,2ND,NAGBUKEL,2014,0,0,0,0
12913000,1,ILOCOS SUR,2ND,NAGBUKEL,2015,0,0,0,0
12913000,1,ILOCOS SUR,2ND,NAGBUKEL,2016,0,0,0,0
12914000,1,ILOCOS SUR,2ND,NARVACAN,2012,1,0,0,380000
12914000,1,ILOCOS SUR,2ND,NARVACAN,2013,1,1,0,0
12914000,1,ILOCOS SUR,2ND,NARVACAN,2014,1,0,0,0
12914000,1,ILOCOS SUR,2ND,NARVACAN,2015,2,0,0,362000
12914000,1,ILOCOS SUR,2ND,NARVACAN,2016,5,0,0,1000
12915000,1,ILOCOS SUR,2ND,QUIRINO (ANGKAKI),2012,0,0,0,0
12915000,1,ILOCOS SUR,2ND,QUIRINO (ANGKAKI),2013,0,0,0,0
12915000,1,ILOCOS SUR,2ND,QUIRINO (ANGKAKI),2014,0,0,0,0
12915000,1,ILOCOS SUR,2ND,QUIRINO (ANGKAKI),2015,0,0,0,0
12915000,1,ILOCOS SUR,2ND,QUIRINO (ANGKAKI),2016,0,0,0,0
12916000,1,ILOCOS SUR,2ND,SALCEDO (BAUGEN),2012,0,0,0,0
12916000,1,ILOCOS SUR,2ND,SALCEDO (BAUGEN),2013,0,0,0,0
12916000,1,ILOCOS SUR,2ND,SALCEDO (BAUGEN),2014,0,0,0,0
12916000,1,ILOCOS SUR,2ND,SALCEDO (BAUGEN),2015,0,0,0,0
12916000,1,ILOCOS SUR,2ND,SALCEDO (BAUGEN),2016,1,0,0,0
12917000,1,ILOCOS SUR,2ND,SAN EMILIO,2012,0,0,0,0
12917000,1,ILOCOS SUR,2ND,SAN EMILIO,2013,0,0,0,0
12917000,1,ILOCOS SUR,2ND,SAN EMILIO,2014,0,0,0,0
12917000,1,ILOCOS SUR,2ND,SAN EMILIO,2015,0,0,0,0
12917000,1,ILOCOS SUR,2ND,SAN EMILIO,2016,0,0,0,0
12918000,1,ILOCOS SUR,2ND,SAN ESTEBAN,2012,0,0,0,0
12918000,1,ILOCOS SUR,2ND,SAN ESTEBAN,2013,0,0,0,0
12918000,1,ILOCOS SUR,2ND,SAN ESTEBAN,2014,0,0,0,0
12918000,1,ILOCOS SUR,2ND,SAN ESTEBAN,2015,0,0,0,0
12918000,1,ILOCOS SUR,2ND,SAN ESTEBAN,2016,3,1,0,195000
12919000,1,ILOCOS SUR,1ST,SAN ILDEFONSO,2012,1,0,0,20000
12919000,1,ILOCOS SUR,1ST,SAN ILDEFONSO,2013,4,0,0,2000
12919000,1,ILOCOS SUR,1ST,SAN ILDEFONSO,2014,12,2,0,1439000
12919000,1,ILOCOS SUR,1ST,SAN ILDEFONSO,2015,5,0,0,5000
12919000,1,ILOCOS SUR,1ST,SAN ILDEFONSO,2016,2,0,0,500
12920000,1,ILOCOS SUR,1ST,SAN JUAN (LAPOG),2012,4,0,0,40000
12920000,1,ILOCOS SUR,1ST,SAN JUAN (LAPOG),2013,14,0,0,1298779
12920000,1,ILOCOS SUR,1ST,SAN JUAN (LAPOG),2014,12,0,0,235000
12920000,1,ILOCOS SUR,1ST,SAN JUAN (LAPOG),2015,6,0,0,492000
12920000,1,ILOCOS SUR,1ST,SAN JUAN (LAPOG),2016,8,0,0,90000
12921000,1,ILOCOS SUR,1ST,SAN VICENTE,2012,0,0,0,0
12921000,1,ILOCOS SUR,1ST,SAN VICENTE,2013,0,0,0,0
12921000,1,ILOCOS SUR,1ST,SAN VICENTE,2014,1,0,0,20000
12921000,1,ILOCOS SUR,1ST,SAN VICENTE,2015,2,0,0,0
12921000,1,ILOCOS SUR,1ST,SAN VICENTE,2016,0,0,0,0
12922000,1,ILOCOS SUR,2ND,SANTA,2012,1,0,0,0
12922000,1,ILOCOS SUR,2ND,SANTA,2013,3,0,0,201000
12922000,1,ILOCOS SUR,2ND,SANTA,2014,7,0,0,30000
12922000,1,ILOCOS SUR,2ND,SANTA,2015,2,0,0,0
12922000,1,ILOCOS SUR,2ND,SANTA,2016,1,0,0,150000
12923000,1,ILOCOS SUR,1ST,SANTA CATALINA,2012,1,0,0,40000
12923000,1,ILOCOS SUR,1ST,SANTA CATALINA,2013,0,0,0,0
12923000,1,ILOCOS SUR,1ST,SANTA CATALINA,2014,3,0,0,0
12923000,1,ILOCOS SUR,1ST,SANTA CATALINA,2015,3,0,0,10000
12923000,1,ILOCOS SUR,1ST,SANTA CATALINA,2016,8,0,0,90000
12924000,1,ILOCOS SUR,2ND,SANTA CRUZ,2012,0,0,0,0
12924000,1,ILOCOS SUR,2ND,SANTA CRUZ,2013,0,0,0,0
12924000,1,ILOCOS SUR,2ND,SANTA CRUZ,2014,4,0,0,685500
12924000,1,ILOCOS SUR,2ND,SANTA CRUZ,2015,8,0,0,341000
12924000,1,ILOCOS SUR,2ND,SANTA CRUZ,2016,3,0,0,800
12925000,1,ILOCOS SUR,2ND,SANTA LUCIA,2012,0,0,0,0
12925000,1,ILOCOS SUR,2ND,SANTA LUCIA,2013,6,0,0,500000
12925000,1,ILOCOS SUR,2ND,SANTA LUCIA,2014,5,0,0,15000
12925000,1,ILOCOS SUR,2ND,SANTA LUCIA,2015,7,0,0,108000
12925000,1,ILOCOS SUR,2ND,SANTA LUCIA,2016,10,0,0,430000
12926000,1,ILOCOS SUR,2ND,SANTA MARIA,2012,3,0,0,0
12926000,1,ILOCOS SUR,2ND,SANTA MARIA,2013,8,0,0,481150
12926000,1,ILOCOS SUR,2ND,SANTA MARIA,2014,2,0,0,58000
12926000,1,ILOCOS SUR,2ND,SANTA MARIA,2015,8,0,0,832000
12926000,1,ILOCOS SUR,2ND,SANTA MARIA,2016,12,0,0,280000
12927000,1,ILOCOS SUR,2ND,SANTIAGO,2012,0,0,0,0
12927000,1,ILOCOS SUR,2ND,SANTIAGO,2013,0,0,0,0
12927000,1,ILOCOS SUR,2ND,SANTIAGO,2014,0,0,0,0
12927000,1,ILOCOS SUR,2ND,SANTIAGO,2015,0,0,0,0
12927000,1,ILOCOS SUR,2ND,SANTIAGO,2016,5,0,0,120000
12928000,1,ILOCOS SUR,1ST,SANTO DOMINGO,2012,0,0,0,0
12928000,1,ILOCOS SUR,1ST,SANTO DOMINGO,2013,6,0,0,30600
12928000,1,ILOCOS SUR,1ST,SANTO DOMINGO,2014,0,0,0,0
12928000,1,ILOCOS SUR,1ST,SANTO DOMINGO,2015,4,0,0,2600000
12928000,1,ILOCOS SUR,1ST,SANTO DOMINGO,2016,3,0,0,5000
12929000,1,ILOCOS SUR,2ND,SIGAY,2012,0,0,0,0
12929000,1,ILOCOS SUR,2ND,SIGAY,2013,0,0,0,0
12929000,1,ILOCOS SUR,2ND,SIGAY,2014,0,0,0,0
12929000,1,ILOCOS SUR,2ND,SIGAY,2015,0,0,0,0
12929000,1,ILOCOS SUR,2ND,SIGAY,2016,0,0,0,0
12930000,1,ILOCOS SUR,1ST,SINAIT,2012,1,0,0,7000
12930000,1,ILOCOS SUR,1ST,SINAIT,2013,7,0,0,125000
12930000,1,ILOCOS SUR,1ST,SINAIT,2014,18,0,0,497000
12930000,1,ILOCOS SUR,1ST,SINAIT,2015,4,1,1,75000
12930000,1,ILOCOS SUR,1ST,SINAIT,2016,4,0,0,26000
12931000,1,ILOCOS SUR,2ND,SUGPON,2012,0,0,0,0
12931000,1,ILOCOS SUR,2ND,SUGPON,2013,0,0,0,0
12931000,1,ILOCOS SUR,2ND,SUGPON,2014,0,0,0,0
12931000,1,ILOCOS SUR,2ND,SUGPON,2015,0,0,0,0
12931000,1,ILOCOS SUR,2ND,SUGPON,2016,0,0,0,0
12932000,1,ILOCOS SUR,2ND,SUYO,2012,0,0,0,0
12932000,1,ILOCOS SUR,2ND,SUYO,2013,0,0,0,0
12932000,1,ILOCOS SUR,2ND,SUYO,2014,0,0,0,0
12932000,1,ILOCOS SUR,2ND,SUYO,2015,0,0,0,0
12932000,1,ILOCOS SUR,2ND,SUYO,2016,0,0,0,0
12933000,1,ILOCOS SUR,2ND,TAGUDIN,2012,1,0,1,0
12933000,1,ILOCOS SUR,2ND,TAGUDIN,2013,2,0,0,0
12933000,1,ILOCOS SUR,2ND,TAGUDIN,2014,0,0,0,0
12933000,1,ILOCOS SUR,2ND,TAGUDIN,2015,3,0,0,20000
12933000,1,ILOCOS SUR,2ND,TAGUDIN,2016,4,0,0,0
12934000,1,ILOCOS SUR,1ST,VIGAN CITY (CAPITAL),2012,9,1,0,893250
12934000,1,ILOCOS SUR,1ST,VIGAN CITY (CAPITAL),2013,25,0,0,423825
12934000,1,ILOCOS SUR,1ST,VIGAN CITY (CAPITAL),2014,57,1,0,19170890
12934000,1,ILOCOS SUR,1ST,VIGAN CITY (CAPITAL),2015,27,1,0,1160400
12934000,1,ILOCOS SUR,1ST,VIGAN CITY (CAPITAL),2016,19,0,0,1912500
13301000,1,LA UNION,2ND,AGOO,2012,4,0,0,465000000
13301000,1,LA UNION,2ND,AGOO,2013,6,0,0,2130000
13301000,1,LA UNION,2ND,AGOO,2014,19,0,0,4030000
13301000,1,LA UNION,2ND,AGOO,2015,16,0,0,0
13301000,1,LA UNION,2ND,AGOO,2016,17,0,0,329515
13302000,1,LA UNION,2ND,ARINGAY,2012,1,0,0,25000
13302000,1,LA UNION,2ND,ARINGAY,2013,2,0,0,1200000
13302000,1,LA UNION,2ND,ARINGAY,2014,7,0,0,0
13302000,1,LA UNION,2ND,ARINGAY,2015,10,0,0,6000
13302000,1,LA UNION,2ND,ARINGAY,2016,4,0,0,0
13303000,1,LA UNION,1ST,BACNOTAN,2012,0,0,0,0
13303000,1,LA UNION,1ST,BACNOTAN,2013,0,0,0,0
13303000,1,LA UNION,1ST,BACNOTAN,2014,7,0,0,781962.5
13303000,1,LA UNION,1ST,BACNOTAN,2015,5,0,0,79000
13303000,1,LA UNION,1ST,BACNOTAN,2016,5,0,0,100000
13304000,1,LA UNION,2ND,BAGULIN,2012,0,0,0,0
13304000,1,LA UNION,2ND,BAGULIN,2013,0,0,0,0
13304000,1,LA UNION,2ND,BAGULIN,2014,0,0,0,0
13304000,1,LA UNION,2ND,BAGULIN,2015,0,0,0,0
13304000,1,LA UNION,2ND,BAGULIN,2016,0,0,0,0
13305000,1,LA UNION,1ST,BALAOAN,2012,1,0,0,250000
13305000,1,LA UNION,1ST,BALAOAN,2013,8,0,0,3300000
13305000,1,LA UNION,1ST,BALAOAN,2014,2,0,0,45000
13305000,1,LA UNION,1ST,BALAOAN,2015,9,0,0,580501
13305000,1,LA UNION,1ST,BALAOAN,2016,9,0,1,875000
13306000,1,LA UNION,1ST,BANGAR,2012,6,0,0,775000
13306000,1,LA UNION,1ST,BANGAR,2013,4,1,0,130000
13306000,1,LA UNION,1ST,BANGAR,2014,12,0,0,350000
13306000,1,LA UNION,1ST,BANGAR,2015,7,1,0,370000
13306000,1,LA UNION,1ST,BANGAR,2016,8,4,0,128200
13307000,1,LA UNION,2ND,BAUANG,2012,2,0,0,300000
13307000,1,LA UNION,2ND,BAUANG,2013,5,0,0,115000
13307000,1,LA UNION,2ND,BAUANG,2014,26,0,0,103300
13307000,1,LA UNION,2ND,BAUANG,2015,25,2,0,4848500
13307000,1,LA UNION,2ND,BAUANG,2016,19,0,1,253000
13308000,1,LA UNION,2ND,BURGOS,2012,0,0,0,0
13308000,1,LA UNION,2ND,BURGOS,2013,0,0,0,0
13308000,1,LA UNION,2ND,BURGOS,2014,0,0,0,0
13308000,1,LA UNION,2ND,BURGOS,2015,0,0,0,0
13308000,1,LA UNION,2ND,BURGOS,2016,1,0,0,0
13309000,1,LA UNION,2ND,CABA,2012,0,0,0,0
13309000,1,LA UNION,2ND,CABA,2013,0,0,0,0
13309000,1,LA UNION,2ND,CABA,2014,0,0,0,0
13309000,1,LA UNION,2ND,CABA,2015,0,0,0,0
13309000,1,LA UNION,2ND,CABA,2016,1,0,0,80000
13310000,1,LA UNION,1ST,LUNA,2012,0,0,0,0
13310000,1,LA UNION,1ST,LUNA,2013,0,0,0,0
13310000,1,LA UNION,1ST,LUNA,2014,0,0,0,0
13310000,1,LA UNION,1ST,LUNA,2015,0,0,0,0
13310000,1,LA UNION,1ST,LUNA,2016,4,0,0,162861
13311000,1,LA UNION,2ND,NAGUILIAN,2012,3,0,0,616000
13311000,1,LA UNION,2ND,NAGUILIAN,2013,5,0,0,1100000
13311000,1,LA UNION,2ND,NAGUILIAN,2014,4,0,0,63000
13311000,1,LA UNION,2ND,NAGUILIAN,2015,8,0,0,265000
13311000,1,LA UNION,2ND,NAGUILIAN,2016,6,0,0,495160
13312000,1,LA UNION,2ND,PUGO,2012,0,0,0,0
13312000,1,LA UNION,2ND,PUGO,2013,0,0,0,0
13312000,1,LA UNION,2ND,PUGO,2014,0,0,0,0
13312000,1,LA UNION,2ND,PUGO,2015,0,0,0,0
13312000,1,LA UNION,2ND,PUGO,2016,2,0,0,753000
13313000,1,LA UNION,2ND,ROSARIO,2012,5,0,1,600000
13313000,1,LA UNION,2ND,ROSARIO,2013,9,5,0,1549128.72
13313000,1,LA UNION,2ND,ROSARIO,2014,2,0,0,0
13313000,1,LA UNION,2ND,ROSARIO,2015,7,0,0,50000
13313000,1,LA UNION,2ND,ROSARIO,2016,6,0,0,0
13314000,1,LA UNION,1ST,SAN FERNANDO CITY (CAPITAL),2012,9,0,0,563100
13314000,1,LA UNION,1ST,SAN FERNANDO CITY (CAPITAL),2013,6,0,0,1000
